ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
29121	1	0.4903061	-0.7267229	-5.8313	-0.23500096	SNX8	sorting nexin 8
40091	1	0.4903876	-0.7265816	-5.8314	-0.18417808	DCHS1	dachsous cadherin-related 1
6195	1	0.4904026	0.7265556	-5.83142	0.12030782		
36071	1	0.4904101	0.7265425	-5.83143	0.0759575	VPS13B	vacuolar protein sorting 13 homolog B
34866	1	0.4904127	-0.726538	-5.83143	-0.12007237		
612	1	0.4904636	0.7264499	-5.8315	0.28510592	CENPBD1	CENPB DNA-binding domain containing 1
21487	1	0.4905045	0.726379	-5.83155	0.12448564	CARD14	caspase recruitment domain family member 14
13799	1	0.4905956	0.7262209	-5.83166	0.29511748	FRMD8	FERM domain containing 8
33905	1	0.4906406	0.726143	-5.83172	0.07508601	IL1R1	interleukin 1 receptor type 1
7743	1	0.490758	0.7259395	-5.83187	0.1772105	B2M	beta-2-microglobulin
23739	1	0.490804	0.7258597	-5.83193	0.08444581	CD99L2	CD99 molecule like 2
23798	1	0.490835	0.7258061	-5.83197	0.10490853		
35547	1	0.4908626	0.7257582	-5.832	0.07495183		
36446	1	0.4908986	-0.7256959	-5.83205	-0.23002958	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
22375	1	0.4909058	-0.7256834	-5.83206	-0.08181331		
6964	1	0.4909411	0.7256222	-5.8321	0.08874064	RRP36	ribosomal RNA processing 36
36070	1	0.4909455	0.7256145	-5.83211	0.09659931	DMBT1	deleted in malignant brain tumors 1
22732	1	0.490961	0.7255878	-5.83213	0.15568617		
4691	1	0.4910094	0.7255039	-5.83219	0.15511554	CAMK2D	calcium/calmodulin dependent protein kinase II delta
6510	1	0.4910258	-0.7254755	-5.83221	-0.19066411	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
14105	1	0.4910416	0.725448	-5.83223	0.09168894		
43253	1	0.4910684	0.7254016	-5.83226	0.40267766	FRMD4A	FERM domain containing 4A
12980	1	0.4911487	-0.7252625	-5.83236	-0.07947698		
21191	1	0.4911493	0.7252614	-5.83236	0.18468946	ABCC3	ATP binding cassette subfamily C member 3
38746	1	0.4911624	-0.7252387	-5.83238	-0.07718478	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7
4718	1	0.4912191	0.7251407	-5.83245	0.12065677	GSTM1	glutathione S-transferase mu 1
3862	1	0.4912249	0.7251305	-5.83246	0.08109038	ZCCHC18	zinc finger CCHC-type containing 18
37653	1	0.4913113	-0.7249809	-5.83257	-0.1376768	LOC100287869	uncharacterized LOC100287869
15591	1	0.4913183	-0.7249688	-5.83258	-0.08182519	RNF220	ring finger protein 220
28797	1	0.4913379	0.7249349	-5.8326	0.12249341	AKTIP	AKT interacting protein
32306	1	0.4913865	-0.7248506	-5.83266	-0.08509448		
36338	1	0.4914579	0.7247271	-5.83275	0.12389622	CTNNBL1	catenin beta like 1
36163	1	0.4915182	0.7246227	-5.83283	0.09655097	HCP5B	HLA complex P5B (non-protein coding)
40825	1	0.4915298	0.7246025	-5.83284	0.1218861	HIPK2	homeodomain interacting protein kinase 2
31539	1	0.4915361	-0.7245916	-5.83285	-0.09875878	ZNF518A	zinc finger protein 518A
12328	1	0.4915582	-0.7245533	-5.83288	-0.30727972	DMPK	dystrophia myotonica protein kinase
23457	1	0.491592	-0.7244948	-5.83292	-0.0838727		
10128	1	0.491596	-0.7244879	-5.83293	-0.19069661	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
30213	1	0.491601	-0.7244792	-5.83293	-0.08276854	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
893	1	0.4916108	-0.7244624	-5.83295	-0.18476354		
18095	1	0.4916193	-0.7244477	-5.83296	-0.13002938	PMVK	phosphomevalonate kinase
37841	1	0.4916384	-0.7244146	-5.83298	-0.25215505	E2F3	E2F transcription factor 3
887	1	0.4916567	-0.7243828	-5.833	-0.1164965	TTLL3	tubulin tyrosine ligase like 3
43178	1	0.4916575	0.7243815	-5.83301	0.16618624	CELF1	CUGBP, Elav-like family member 1
45170	1	0.4917564	0.7242102	-5.83313	0.15834599	CAND1	cullin associated and neddylation dissociated 1
44037	1	0.4917683	0.7241896	-5.83315	0.07622884	BBS4	Bardet-Biedl syndrome 4
19346	1	0.4918193	-0.7241015	-5.83321	-0.13266209	GPR25	G protein-coupled receptor 25
12335	1	0.4918445	-0.7240579	-5.83324	-0.07951332	SERPINB5	serpin family B member 5
36321	1	0.4918938	0.7239724	-5.8333	0.18587538	MYC	v-myc avian myelocytomatosis viral oncogene homolog
7881	1	0.4919379	-0.7238962	-5.83336	-0.07606187	SPIB	Spi-B transcription factor
9394	1	0.4919473	-0.72388	-5.83337	-0.09971274		
39381	1	0.4919569	0.7238634	-5.83338	0.09232109	THAP12	THAP domain containing 12
6262	1	0.4919623	-0.723854	-5.83339	-0.23580961	WDPCP	WD repeat containing planar cell polarity effector
5660	1	0.4919686	-0.7238431	-5.8334	-0.12651024		
12672	1	0.4920318	0.7237337	-5.83348	0.13988962	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
22260	1	0.4920506	0.7237013	-5.8335	0.43292294	KIAA1211	KIAA1211
34582	1	0.4920806	0.7236493	-5.83354	0.18610602	LOC338620	uncharacterized LOC338620
41654	1	0.4921365	-0.7235526	-5.83361	-0.19905212	MRPS35	mitochondrial ribosomal protein S35
10412	1	0.4921846	-0.7234693	-5.83367	-0.09990347	CTNNA1	catenin alpha 1
35475	1	0.492213	0.7234202	-5.83371	0.18036169		
39905	1	0.4922156	-0.7234158	-5.83371	-0.20707062	SSX1	SSX family member 1
15406	1	0.4922226	0.7234037	-5.83372	0.13416748	EP300	E1A binding protein p300
40676	1	0.4923421	0.723197	-5.83387	0.11262063	WHSC1L1///DDHD2	Wolf-Hirschhorn syndrome candidate 1-like 1///DDHD domain containing 2
17197	1	0.4924493	-0.7230115	-5.834	-0.10805156	GJA4	gap junction protein alpha 4
5955	1	0.4924529	0.7230053	-5.83401	0.07326901	MARCH1	membrane associated ring-CH-type finger 1
7639	1	0.4924569	0.7229984	-5.83401	0.21728176	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
11320	1	0.4924705	0.7229749	-5.83403	0.15614734	RHOT1	ras homolog family member T1
36326	1	0.4925192	0.7228906	-5.83409	0.09421266		
35075	1	0.4925861	0.722775	-5.83418	0.36478308	LGALS9C	galectin 9C
22894	1	0.4926289	0.722701	-5.83423	0.10360462	SERPINB7	serpin family B member 7
34425	1	0.4926294	-0.7227002	-5.83423	-0.08697791		
43308	1	0.492643	0.7226767	-5.83425	0.07544868		
39578	1	0.4926757	0.7226201	-5.83429	0.11598981	MATK	megakaryocyte-associated tyrosine kinase
28182	1	0.4926794	0.7226138	-5.83429	0.09160133		
25371	1	0.4926844	-0.7226051	-5.8343	-0.44786876	SLC7A4	solute carrier family 7 member 4
28644	1	0.4926951	-0.7225866	-5.83431	-0.09671119		
7409	1	0.4927229	-0.7225386	-5.83435	-0.07652396	HCAR2	hydroxycarboxylic acid receptor 2
37643	1	0.4927264	-0.7225325	-5.83435	-0.08687571		
7072	1	0.4927751	0.7224483	-5.83441	0.07518898		
14871	1	0.4927878	0.7224264	-5.83443	0.12246571	KIF5A	kinesin family member 5A
6246	1	0.4928408	0.7223347	-5.8345	0.20541473	METTL14	methyltransferase like 14
2986	1	0.4928571	-0.7223066	-5.83452	-0.07763379		
33854	1	0.4928572	-0.7223065	-5.83452	-0.07408132	MGAM	maltase-glucoamylase
3699	1	0.4928766	-0.7222728	-5.83454	-0.11320807	MGMT	O-6-methylguanine-DNA methyltransferase
41673	1	0.4929131	0.7222097	-5.83459	0.09328335		
43165	1	0.4929132	-0.7222096	-5.83459	-0.0714256	REM2	RRAD and GEM like GTPase 2
32763	1	0.4929243	-0.7221904	-5.8346	-0.16527934		
12564	1	0.4929723	-0.7221075	-5.83466	-0.13075211	SH3BP5L	SH3 binding domain protein 5 like
37784	1	0.4930157	-0.7220325	-5.83472	-0.12983154	GIMAP5	GTPase, IMAP family member 5
29512	1	0.493054	-0.7219664	-5.83476	-0.11176094		
5129	1	0.4930911	-0.7219022	-5.83481	-0.20950801	CA8	carbonic anhydrase 8
38571	1	0.4930928	0.7218993	-5.83481	0.31132083	NMRK1	nicotinamide riboside kinase 1
2217	1	0.4931044	0.7218793	-5.83483	0.16792848		
7986	1	0.4931205	0.7218515	-5.83485	0.11414055		
28660	1	0.4932002	-0.7217138	-5.83495	-0.14067338	BRCC3	BRCA1/BRCA2-containing complex subunit 3
19037	1	0.4932208	0.7216782	-5.83497	0.10821937	DIO1	deiodinase, iodothyronine type I
23938	1	0.4932354	-0.721653	-5.83499	-0.22572517		
916	1	0.4932445	0.7216372	-5.835	0.16790906		
7519	1	0.4932589	-0.7216124	-5.83502	-0.14158081	POLR2J	RNA polymerase II subunit J
6511	1	0.4932617	-0.7216076	-5.83502	-0.45872991	GPR4	G protein-coupled receptor 4
28714	1	0.4932859	-0.7215657	-5.83505	-0.0668894		
14909	1	0.4932906	0.7215575	-5.83506	0.13325439		
16581	1	0.4933272	-0.7214943	-5.83511	-0.19710429	SF3A1	splicing factor 3a subunit 1
12438	1	0.4933411	0.7214704	-5.83512	0.0982127	PAGE5	PAGE family member 5
27131	1	0.4933555	-0.7214454	-5.83514	-0.26687695	FLNB	filamin B
15736	1	0.493365	0.7214291	-5.83515	0.0745791	HEATR4	HEAT repeat containing 4
14485	1	0.4933665	-0.7214265	-5.83516	-0.25363353	CFAP97	cilia and flagella associated protein 97
32391	1	0.4933702	0.72142	-5.83516	0.18734604		
23688	1	0.4934065	0.7213573	-5.83521	0.09422357	LOC100288254	uncharacterized LOC100288254
36376	1	0.4934437	0.7212932	-5.83525	0.08224397		
33997	1	0.4934602	-0.7212646	-5.83527	-0.22902713	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
6506	1	0.4934803	-0.7212299	-5.8353	-0.08953166		
18489	1	0.4934913	-0.7212111	-5.83531	-0.15040075	PITPNM1	phosphatidylinositol transfer protein membrane associated 1
34756	1	0.4935381	0.7211302	-5.83537	0.13584035		
41192	1	0.4935793	-0.721059	-5.83542	-0.43423678	DCLK1	doublecortin like kinase 1
13612	1	0.4936326	0.720967	-5.83549	0.11826654	TBCCD1	TBCC domain containing 1
13688	1	0.4936506	-0.7209359	-5.83551	-0.11020877		
13706	1	0.4936518	-0.7209338	-5.83551	-0.09735056		
32222	1	0.4936623	0.7209158	-5.83553	0.1476515	IMMP1L	inner mitochondrial membrane peptidase subunit 1
36060	1	0.493686	-0.7208749	-5.83556	-0.08835697		
6693	1	0.4936959	-0.7208577	-5.83557	-0.11381382		
15807	1	0.4937264	-0.7208051	-5.83561	-0.08540275	PLEKHA1	pleckstrin homology domain containing A1
4627	1	0.4937281	-0.7208022	-5.83561	-0.0826078	HIST1H2BJ	histone cluster 1, H2bj
28083	1	0.4937291	0.7208004	-5.83561	0.09554067		
40761	1	0.4937321	0.7207952	-5.83561	0.07669457	ACMSD	aminocarboxymuconate semialdehyde decarboxylase
41548	1	0.4937592	0.7207485	-5.83565	0.20664035	STMN3	stathmin 3
44814	1	0.4937737	0.7207235	-5.83567	0.13565517	PTPN7	protein tyrosine phosphatase, non-receptor type 7
26009	1	0.4937842	-0.7207052	-5.83568	-0.1570486	LOC102724354///LINC00313	uncharacterized LOC102724354///long intergenic non-protein coding RNA 313
28033	1	0.4938707	0.7205559	-5.83579	0.11681217	AMFR	autocrine motility factor receptor
21362	1	0.4938924	-0.7205186	-5.83581	-0.0678386	LCE1E	late cornified envelope 1E
6329	1	0.4939263	0.72046	-5.83586	0.081483	DEFB126	defensin beta 126
10894	1	0.4939599	0.7204021	-5.8359	0.21489894	GAS8	growth arrest specific 8
11109	1	0.4940137	0.7203091	-5.83597	0.15156541	YTHDC1	YTH domain containing 1
22046	1	0.4940541	-0.7202394	-5.83602	-0.09579683		
43782	1	0.494147	0.7200792	-5.83613	0.19487095	CEP126	centrosomal protein 126
9971	1	0.4941835	0.7200163	-5.83618	0.07505185		
26424	1	0.4942256	-0.7199436	-5.83623	-0.22258966	GAMT	guanidinoacetate N-methyltransferase
26704	1	0.4942281	0.7199392	-5.83623	0.08152354	CLEC7A	C-type lectin domain family 7 member A
33284	1	0.4942359	0.7199257	-5.83624	0.09394043	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
14728	1	0.4942555	0.719892	-5.83627	0.13469821		
9833	1	0.4942744	-0.7198595	-5.83629	-0.09187137		
28268	1	0.494308	0.7198014	-5.83633	0.10116496	VPS13B	vacuolar protein sorting 13 homolog B
24075	1	0.4943194	0.7197817	-5.83635	0.08225198	TNIP1	TNFAIP3 interacting protein 1
36967	1	0.4943606	0.7197107	-5.8364	0.09303226	PTPN11	protein tyrosine phosphatase, non-receptor type 11
12869	1	0.4943809	-0.7196756	-5.83643	-0.08897568	C6orf99	chromosome 6 open reading frame 99
29636	1	0.4943892	0.7196614	-5.83644	0.16385364		
13056	1	0.4944192	-0.7196097	-5.83647	-0.20439505	CSTF2T	cleavage stimulation factor subunit 2, tau variant
40575	1	0.4944227	-0.7196036	-5.83648	-0.06965266	SF3B5	splicing factor 3b subunit 5
45151	1	0.4944281	-0.7195943	-5.83648	-0.06962731	ICE2	interactor of little elongation complex ELL subunit 2
35111	1	0.4944331	-0.7195857	-5.83649	-0.44317886	CHDH	choline dehydrogenase
6861	1	0.4944465	-0.7195625	-5.83651	-0.10667172	CCDC6	coiled-coil domain containing 6
26850	1	0.49447	0.7195219	-5.83654	0.12548969	SNAPC2	small nuclear RNA activating complex polypeptide 2
12131	1	0.4944757	0.7195122	-5.83654	0.25468978	CASP7	caspase 7
12770	1	0.4944979	0.7194738	-5.83657	0.2113597		
43202	1	0.4945148	0.7194447	-5.83659	0.19709022	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
19290	1	0.4945472	0.7193889	-5.83663	0.08806401	RNF34	ring finger protein 34
17112	1	0.494602	-0.7192943	-5.8367	-0.16902462	MUC4	mucin 4, cell surface associated
17488	1	0.4946243	0.7192559	-5.83673	0.19214541	GSTM4	glutathione S-transferase mu 4
33236	1	0.4946256	0.7192536	-5.83673	0.34674093	USB1	U6 snRNA biogenesis phosphodiesterase 1
222	1	0.4947354	-0.7190644	-5.83687	-0.11918531	FAM98A	family with sequence similarity 98 member A
8111	1	0.4949039	-0.7187738	-5.83708	-0.08727062		
15496	1	0.4949132	-0.7187579	-5.83709	-0.0706702	TALDO1	transaldolase 1
7657	1	0.4949143	0.7187559	-5.83709	0.22496248	NUCB2	nucleobindin 2
4053	1	0.4949213	0.7187439	-5.8371	0.0844903	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
26763	1	0.4950073	0.7185957	-5.83721	0.33744721	AP1G1	adaptor related protein complex 1 gamma 1 subunit
44236	1	0.4950271	-0.7185616	-5.83723	-0.10771706	GPRC5C	G protein-coupled receptor class C group 5 member C
20147	1	0.4950692	-0.718489	-5.83729	-0.21835367	SIMC1	SUMO interacting motifs containing 1
10358	1	0.4950709	0.7184861	-5.83729	0.14394164	ASB3	ankyrin repeat and SOCS box containing 3
43272	1	0.4951074	0.7184232	-5.83733	0.16891765	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
33752	1	0.4951146	0.7184109	-5.83734	0.09096285		
19234	1	0.4951285	0.7183869	-5.83736	0.09058934	PGLYRP1	peptidoglycan recognition protein 1
14103	1	0.4951551	0.7183411	-5.83739	0.17310144		
35386	1	0.4951661	0.7183221	-5.83741	0.16744164	RPL26	ribosomal protein L26
8217	1	0.495219	0.718231	-5.83747	0.09121456	BMP1	bone morphogenetic protein 1
2987	1	0.4952309	-0.7182105	-5.83749	-0.15905612		
16850	1	0.4952498	0.7181778	-5.83751	0.08025709	RAB28	RAB28, member RAS oncogene family
21971	1	0.4952985	-0.7180939	-5.83757	-0.08966055	SLFNL1	schlafen like 1
23271	1	0.4953011	-0.7180895	-5.83757	-0.11767265	ZNF843	zinc finger protein 843
44349	1	0.4953251	-0.7180482	-5.8376	-0.27618457	PLEKHM3	pleckstrin homology domain containing M3
22081	1	0.4953353	0.7180306	-5.83762	0.09916932	TAS2R14	taste 2 receptor member 14
9677	1	0.495435	0.7178589	-5.83774	0.12218489	RYR2	ryanodine receptor 2
8132	1	0.4954644	-0.7178081	-5.83778	-0.10369358		
1581	1	0.4954755	0.7177892	-5.83779	0.09472307	THBS3	thrombospondin 3
8007	1	0.4954848	-0.717773	-5.8378	-0.33057364	ROPN1	rhophilin associated tail protein 1
2808	1	0.4954862	0.7177706	-5.83781	0.11099799		
4471	1	0.4955096	-0.7177303	-5.83783	-0.13167129	RPP30	ribonuclease P/MRP subunit p30
1430	1	0.4955792	0.7176105	-5.83792	0.07919536	COG3	component of oligomeric golgi complex 3
32723	1	0.4956188	-0.7175422	-5.83797	-0.10978534	CHID1	chitinase domain containing 1
39559	1	0.4956267	0.7175287	-5.83798	0.13563525		
35285	1	0.4956317	0.71752	-5.83799	0.10534205		
40220	1	0.4956441	-0.7174988	-5.838	-0.06670853	KCNN3	potassium calcium-activated channel subfamily N member 3
26236	1	0.4956841	0.7174298	-5.83805	0.07135029	TNP1	transition protein 1
8136	1	0.4956983	0.7174053	-5.83807	0.13712315	SLC39A10	solute carrier family 39 member 10
44763	1	0.495717	-0.7173732	-5.83809	-0.1603744	PRRC2C	proline rich coiled-coil 2C
13553	1	0.4957239	-0.7173613	-5.8381	-0.5235933	SPIB	Spi-B transcription factor
5498	1	0.4957635	0.7172932	-5.83815	0.31069368	ME2	malic enzyme 2
20097	1	0.4957744	-0.7172744	-5.83816	-0.13927638	CDX2	caudal type homeobox 2
6126	1	0.4957769	-0.7172701	-5.83817	-0.25575808	CASP2	caspase 2
4952	1	0.4957876	-0.7172517	-5.83818	-0.08133725		
31942	1	0.4958488	-0.7171464	-5.83826	-0.13869425	RBMS3	RNA binding motif single stranded interacting protein 3
22846	1	0.4959105	-0.7170401	-5.83833	-0.07645561		
1867	1	0.4959217	-0.7170208	-5.83835	-0.23204143	NHLRC3	NHL repeat containing 3
8612	1	0.495939	0.716991	-5.83837	0.12115093		
44605	1	0.4960438	0.7168106	-5.8385	0.07205582	LRRC15	leucine rich repeat containing 15
39098	1	0.4960652	0.7167738	-5.83853	0.07653548	RNF183	ring finger protein 183
22167	1	0.4960974	0.7167185	-5.83857	0.18849254	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1
44279	1	0.4961034	0.716708	-5.83857	0.16880337	PTPRC	protein tyrosine phosphatase, receptor type C
9944	1	0.4961172	0.7166843	-5.83859	0.29769944	SORBS1	sorbin and SH3 domain containing 1
40545	1	0.4961345	0.7166545	-5.83861	0.09123677		
28066	1	0.4961587	-0.7166128	-5.83864	-0.109115	HOXB1	homeobox B1
19538	1	0.4961615	0.7166082	-5.83865	0.09570304		
20021	1	0.4961757	-0.7165837	-5.83866	-0.3604311	SIRPB1	signal regulatory protein beta 1
30051	1	0.4962167	0.7165132	-5.83871	0.21593022	IPO7	importin 7
37405	1	0.496284	0.7163974	-5.8388	0.12393202	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
39427	1	0.4962949	0.7163786	-5.83881	0.08776772		
13291	1	0.4963368	0.7163065	-5.83886	0.08088859	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
34660	1	0.4963417	-0.716298	-5.83887	-0.08078703	GALK1	galactokinase 1
28151	1	0.4963894	0.716216	-5.83893	0.25862281	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
27366	1	0.4964255	0.7161538	-5.83897	0.3214116	LGALS3BP	galectin 3 binding protein
27273	1	0.4964305	-0.7161453	-5.83898	-0.09312228	FSIP2	fibrous sheath interacting protein 2
34857	1	0.4964805	-0.7160592	-5.83904	-0.07131756		
33759	1	0.4964924	0.7160389	-5.83906	0.09668218		
13646	1	0.4965066	0.7160143	-5.83907	0.11792249	SNUPN	snurportin 1
737	1	0.49654	-0.715957	-5.83912	-0.08278375		
39992	1	0.4965423	-0.715953	-5.83912	-0.10989214	MYO9A	myosin IXA
2592	1	0.4965637	-0.7159162	-5.83914	-0.32495832	MMP2	matrix metallopeptidase 2
25263	1	0.4965678	-0.7159091	-5.83915	-0.25769535		
3099	1	0.4965761	-0.7158948	-5.83916	-0.1181382	CLIC6	chloride intracellular channel 6
11856	1	0.4965798	0.7158884	-5.83916	0.1927689	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
11446	1	0.4965872	-0.7158757	-5.83917	-0.15775634	MAPK8	mitogen-activated protein kinase 8
30695	1	0.4965884	-0.7158737	-5.83918	-0.26529093	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
23192	1	0.4965947	0.7158629	-5.83918	0.14662402		
8069	1	0.4965947	0.7158628	-5.83918	0.16063718	ITLN2	intelectin 2
11464	1	0.4966107	0.7158353	-5.8392	0.17322194	PPP4R2	protein phosphatase 4 regulatory subunit 2
31903	1	0.4966202	-0.7158189	-5.83921	-0.0892115	GAS2L2	growth arrest specific 2 like 2
9735	1	0.4967173	-0.715652	-5.83934	-0.11061198	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
6456	1	0.4967686	0.7155639	-5.8394	0.08972046	PRDX5	peroxiredoxin 5
29729	1	0.4967749	0.7155529	-5.83941	0.41798427	HIST1H1E	histone cluster 1, H1e
24590	1	0.4967756	0.7155518	-5.83941	0.12070216	SIAE	sialic acid acetylesterase
2501	1	0.4968176	-0.7154796	-5.83946	-0.06989012	LUZP1	leucine zipper protein 1
38284	1	0.4968775	-0.7153766	-5.83953	-0.17834824	SPP1	secreted phosphoprotein 1
41821	1	0.496939	-0.7152709	-5.83961	-0.06920773	TCEB3B	transcription elongation factor B subunit 3B
6078	1	0.496958	0.7152383	-5.83963	0.17764557	GNS	glucosamine (N-acetyl)-6-sulfatase
23071	1	0.4969733	-0.7152118	-5.83965	-0.08072729	ANKRD18A	ankyrin repeat domain 18A
13024	1	0.4969891	-0.7151848	-5.83967	-0.08830597	PLEKHO1	pleckstrin homology domain containing O1
34244	1	0.4970495	0.715081	-5.83975	0.1015373	SLITRK2	SLIT and NTRK like family member 2
21726	1	0.497081	-0.7150268	-5.83979	-0.10086818	APOBR	apolipoprotein B receptor
14058	1	0.4970867	-0.715017	-5.83979	-0.08265406	LILRA1	leukocyte immunoglobulin like receptor A1
23178	1	0.4971006	-0.7149932	-5.83981	-0.097593	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
2613	1	0.497134	-0.7149357	-5.83985	-0.09852385	ADGRF4	adhesion G protein-coupled receptor F4
40224	1	0.4972186	0.7147904	-5.83996	0.13705358	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
19736	1	0.4972328	0.714766	-5.83997	0.16024628	RPL21	ribosomal protein L21
35004	1	0.4972796	0.7146855	-5.84003	0.07045898	KIAA0319	KIAA0319
19470	1	0.4973348	0.7145907	-5.8401	0.06629646	OR2A14	olfactory receptor family 2 subfamily A member 14
18627	1	0.4973608	-0.714546	-5.84013	-0.21853495	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
21640	1	0.497363	-0.7145422	-5.84014	-0.06686617	LOC389332	uncharacterized LOC389332
20120	1	0.4973983	0.7144815	-5.84018	0.07329688	ANGPTL1	angiopoietin like 1
26494	1	0.497424	0.7144375	-5.84021	0.16305912		
30249	1	0.4974358	-0.7144171	-5.84023	-0.13817452	SMPD3	sphingomyelin phosphodiesterase 3
19960	1	0.4974405	-0.714409	-5.84023	-0.08289034		
31435	1	0.497466	-0.7143653	-5.84026	-0.1776035	LRP11	LDL receptor related protein 11
6833	1	0.4974904	0.7143233	-5.84029	0.16858723	PLIN3	perilipin 3
38366	1	0.4974958	0.7143141	-5.8403	0.09273769		
30034	1	0.4975024	-0.7143027	-5.84031	-0.13879497	WDFY3	WD repeat and FYVE domain containing 3
5937	1	0.4975043	0.7142995	-5.84031	0.22511998	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
17954	1	0.4975136	0.7142834	-5.84032	0.09343432	RNF167	ring finger protein 167
31739	1	0.4975406	-0.7142371	-5.84036	-0.14947758	FLYWCH2	FLYWCH family member 2
9530	1	0.4975512	-0.7142189	-5.84037	-0.13315231	DDHD1	DDHD domain containing 1
9429	1	0.4975526	0.7142165	-5.84037	0.0745036	ADAMTSL1	ADAMTS like 1
15934	1	0.4975881	-0.7141555	-5.84041	-0.23081538	ZW10	zw10 kinetochore protein
43344	1	0.4976238	0.7140943	-5.84046	0.23951717	IFT57	intraflagellar transport 57
15720	1	0.4977273	-0.7139165	-5.84059	-0.19332487		
15680	1	0.4977667	-0.7138487	-5.84063	-0.08971971	MECOM	MDS1 and EVI1 complex locus
35149	1	0.4977711	-0.7138413	-5.84064	-0.12050769		
15879	1	0.4978115	0.7137719	-5.84069	0.13119487		
35847	1	0.4978131	-0.7137692	-5.84069	-0.3710771	SCIN	scinderin
43124	1	0.4978163	0.7137636	-5.8407	0.07626225		
28972	1	0.4978466	-0.7137116	-5.84073	-0.15482112		
18894	1	0.4978715	-0.7136689	-5.84076	-0.12701227	DDC	dopa decarboxylase
12128	1	0.4979068	0.7136082	-5.84081	0.09214051		
11850	1	0.4979964	-0.7134544	-5.84092	-0.08560212	CYP2U1	cytochrome P450 family 2 subfamily U member 1
25844	1	0.4980029	-0.7134433	-5.84093	-0.15576781		
30672	1	0.4981198	0.7132426	-5.84107	0.11259938	RPS3	ribosomal protein S3
26657	1	0.4981279	-0.7132288	-5.84108	-0.08710613	USP32P2	ubiquitin specific peptidase 32 pseudogene 2
27034	1	0.49813	-0.7132251	-5.84108	-0.1202963	ANKRD10	ankyrin repeat domain 10
10277	1	0.4981383	-0.7132108	-5.84109	-0.25080271	JDP2	Jun dimerization protein 2
25670	1	0.4982162	-0.7130772	-5.84119	-0.07866573		
18726	1	0.4982306	-0.7130524	-5.84121	-0.49234102		
37145	1	0.4982341	-0.7130464	-5.84121	-0.13782105	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1
37761	1	0.4983548	-0.7128393	-5.84136	-0.55323831	CCDC57	coiled-coil domain containing 57
12087	1	0.4983599	0.7128306	-5.84137	0.34549878	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
7883	1	0.4983669	0.7128186	-5.84138	0.08047917	TBX6	T-box 6
26901	1	0.4983914	-0.7127764	-5.84141	-0.16511003	TAF6	TATA-box binding protein associated factor 6
35884	1	0.4983969	0.7127671	-5.84141	0.08442445		
34949	1	0.4983982	0.7127649	-5.84141	0.10063471	EMILIN3	elastin microfibril interfacer 3
40376	1	0.4984355	0.7127008	-5.84146	0.10311665	ANKRD13A	ankyrin repeat domain 13A
35859	1	0.4984754	0.7126325	-5.84151	0.10385079	RCHY1	ring finger and CHY zinc finger domain containing 1
11140	1	0.4984802	-0.7126242	-5.84152	-0.28249519	HAMP	hepcidin antimicrobial peptide
17165	1	0.4985042	-0.7125829	-5.84155	-0.08248419		
32200	1	0.4985098	0.7125734	-5.84155	0.49736834	IRF2BPL	interferon regulatory factor 2 binding protein like
15893	1	0.4985187	0.7125582	-5.84156	0.09218725	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
14420	1	0.4985198	-0.7125563	-5.84156	-0.2519013		
34401	1	0.4985575	0.7124915	-5.84161	0.14433384	OSMR	oncostatin M receptor
12540	1	0.4985762	-0.7124594	-5.84163	-0.13868461	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1
42631	1	0.4986111	-0.7123996	-5.84168	-0.16552965	FAM149A	family with sequence similarity 149 member A
